ts,commit,bin,metric,value,unit,n,valid,at_max_pct,temp_mc,note
1788678946,e97d301,e14dd55e,k4_ms,4.41,ms/rep,11,0,0.0,38900,p95 4.520 
1788678946,e97d301,e14dd55e,k4_loopwords,15,words,1,1,,,
1788680770,dcaccb6,0a8bfe9f,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788680770,dcaccb6,0a8bfe9f,gate_run_ms,24746,ms,1,1,,,"sum of non-memo gate runs (100 runs, 0 memo hits)"
1788681658,dcaccb6,1a3b2cc2,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788681659,dcaccb6,1a3b2cc2,gate_run_ms,134,ms,1,1,,,"sum of non-memo gate runs (1 runs, 99 memo hits)"
1788683894,dcaccb6,1a3b2cc2,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788683895,dcaccb6,1a3b2cc2,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788683987,dcaccb6,1a3b2cc2,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788683987,dcaccb6,1a3b2cc2,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788684003,dcaccb6,1a3b2cc2,bin_words,74222,words,1,1,,,bytes 298724
1788684003,dcaccb6,1a3b2cc2,stub_words,131,words,1,1,,,
1788684003,dcaccb6,1a3b2cc2,bin_fns,202,fns,1,1,,,
1788684003,dcaccb6,1a3b2cc2,cw:c01_lit,30,words,1,1,,,was 42
1788684003,dcaccb6,1a3b2cc2,cw:c02_arith,23,words,1,1,,,was 35
1788684003,dcaccb6,1a3b2cc2,cw:c03_precedence,12,words,1,1,,,was 24
1788684003,dcaccb6,1a3b2cc2,cw:c04_cmp,86,words,1,1,,,was 92
1788684003,dcaccb6,1a3b2cc2,cw:c05_if,25,words,1,1,,,was 37
1788684003,dcaccb6,1a3b2cc2,cw:c06_let,20,words,1,1,,,was 30
1788684004,dcaccb6,1a3b2cc2,cw:c07_while,24,words,1,1,,,was 34
1788684004,dcaccb6,1a3b2cc2,cw:c08_call,37,words,1,1,,,was 59
1788684004,dcaccb6,1a3b2cc2,cw:c09_recursion,37,words,1,1,,,was 63
1788684004,dcaccb6,1a3b2cc2,cw:c10_struct,54,words,1,1,,,was 92
1788684004,dcaccb6,1a3b2cc2,cw:c11_enum,7,words,1,1,,,was 19
1788684004,dcaccb6,1a3b2cc2,cw:c12_match,16,words,1,1,,,was 26
1788684004,dcaccb6,1a3b2cc2,cw:c13_array,72,words,1,1,,,was 78
1788684004,dcaccb6,1a3b2cc2,cw:c14_string,17,words,1,1,,,was 27
1788684004,dcaccb6,1a3b2cc2,cw:c15_bitwise,30,words,1,1,,,was 42
1788684004,dcaccb6,1a3b2cc2,cw:c16_compound,30,words,1,1,,,was 40
1788684004,dcaccb6,1a3b2cc2,cw:c17_neg,33,words,1,1,,,was 45
1788684004,dcaccb6,1a3b2cc2,cw:c18_bigconst,10,words,1,1,,,was 22
1788684004,dcaccb6,1a3b2cc2,cw:c19_multi,73,words,1,1,,,was 105
1788684004,dcaccb6,1a3b2cc2,cw:c20_deep,100,words,1,1,,,was 122
1788684005,dcaccb6,1a3b2cc2,cw:c21_param13,122,words,1,1,,,was 139
1788684005,dcaccb6,1a3b2cc2,cw:c22_matchbind,15,words,1,1,,,was 25
1788684005,dcaccb6,1a3b2cc2,cw:c23_spillcall,225,words,1,1,,,was 246
1788684005,dcaccb6,1a3b2cc2,cw:c24_ifspill,146,words,1,1,,,was 169
1788684005,dcaccb6,1a3b2cc2,cw:c25_matchtail,62,words,1,1,,,was 70
1788684005,dcaccb6,1a3b2cc2,cw:c26_selfrec,183,words,1,1,,,was 239
1788684005,dcaccb6,1a3b2cc2,cw:c27_zeroarg,32,words,1,1,,,was 42
1788684005,dcaccb6,1a3b2cc2,cw:c30_unary,61,words,1,1,,,was 69
1788684005,dcaccb6,1a3b2cc2,cw:c31_nested_lit,149,words,1,1,,,was 167
1788684005,dcaccb6,1a3b2cc2,cw:c32_asr,69,words,1,1,,,was 75
1788684005,dcaccb6,1a3b2cc2,cw:c33_loopalloc,121,words,1,1,,,was 127
1788684005,dcaccb6,1a3b2cc2,cw:c34_loopescape,107,words,1,1,,,was 113
1788684005,dcaccb6,1a3b2cc2,cw:c35_return,59,words,1,1,,,was 95
1788684005,dcaccb6,1a3b2cc2,cw:c36_break,137,words,1,1,,,was 141
1788684005,dcaccb6,1a3b2cc2,cw:c40_struct,192,words,1,1,,,was 206
1788684006,dcaccb6,1a3b2cc2,cw:c41_clz,67,words,1,1,,,was 73
1788684006,dcaccb6,1a3b2cc2,cw:c42_crc32,192,words,1,1,,,was 196
1788684006,dcaccb6,1a3b2cc2,cw:c43_arena_persist,272,words,1,1,,,was 285
1788684006,dcaccb6,1a3b2cc2,cw:c44_use24,328,words,1,1,,,was 586
1788684006,dcaccb6,1a3b2cc2,cw:c45_crc32x,208,words,1,1,,,was 214
1788684006,dcaccb6,1a3b2cc2,cw:c46_andor,169,words,1,1,,,was 173
1788684006,dcaccb6,1a3b2cc2,cw:c47_usenest,51,words,1,1,,,was 91
1788684006,dcaccb6,1a3b2cc2,cw:c50_cas,31,words,1,1,,,was 57
1788684006,dcaccb6,1a3b2cc2,cw:c53_param9,106,words,1,1,,,was 112
1788684006,dcaccb6,1a3b2cc2,fuzz_seeds_on_bin,0,seeds,1,1,,,TG-DONE 8: 0 on 1a3b2cc2; total 45600 over 7 bins
1788684006,dcaccb6,1a3b2cc2,fuzz_rate,0.0,prog/s,1,1,,,"median over the bin's batches (LITTLE cores, nice)"
1788684006,dcaccb6,1a3b2cc2,fuzz_trap_unpredicted,0,count,1,1,,,"TRAP-80/81/82 total; 81 by design, 82 is fuzz_trap82 (ALERT)"
1788684006,dcaccb6,1a3b2cc2,fuzz_trap82,0,count,1,1,,,"D12-C: SIGSEGV/SIGBUS, 0 tolerated, repros in $REPROS"
1788684018,dcaccb6,1a3b2cc2,selfcompile_wall,1808.6297,ms,5,0,0.0,36500,
1788684018,dcaccb6,1a3b2cc2,selfcompile_utime,1.736,s,5,0,0.0,36500,
1788684018,dcaccb6,1a3b2cc2,selfcompile_stime,0.0237,s,5,0,0.0,36500,
1788684018,dcaccb6,1a3b2cc2,selfcompile_maxrss,22992,kB,5,0,0.0,36500,
1788684018,dcaccb6,1a3b2cc2,selfcompile_energy,1.7288,core-s@fmax (proxy),5,0,0.0,36500,
1788684032,dcaccb6,1a3b2cc2,k1h_ms,2.13,ms/rep,11,0,0.0,38500,p95 2.180 
1788684032,dcaccb6,1a3b2cc2,k1h_loopwords,11,words,1,1,,,
1788684032,dcaccb6,1a3b2cc2,k2h_ms,1.01,ms/rep,11,0,0.0,38500,p95 1.100 
1788684032,dcaccb6,1a3b2cc2,k2h_loopwords,51,words,1,1,,,
1788684032,dcaccb6,1a3b2cc2,k3h_ms,0.63,ms/rep,11,0,0.0,38500,p95 0.780 
1788684032,dcaccb6,1a3b2cc2,k3h_loopwords,25,words,1,1,,,
1788684032,dcaccb6,1a3b2cc2,k4_ms,4.66,ms/rep,11,0,0.0,38500,p95 4.740 
1788684032,dcaccb6,1a3b2cc2,k4_loopwords,15,words,1,1,,,
1788684519,8c4a336,a903d33b,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788684519,8c4a336,a903d33b,gate_run_ms,23566,ms,1,1,,,"sum of non-memo gate runs (95 runs, 5 memo hits)"
1788684675,8c4a336,a903d33b,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788684675,8c4a336,a903d33b,gate_run_ms,23566,ms,1,1,,,"sum of non-memo gate runs (95 runs, 105 memo hits)"
1788684681,8c4a336,a903d33b,chain_wall,18,s,1,1,,,"chain + battery, CG=1"
1788684681,8c4a336,a903d33b,chain_cpu,20.407,s,1,1,,,children utime+stime of chain.sh
1788684681,8c4a336,a903d33b,bin_words,67775,words,1,1,,,bytes 272936
1788684681,8c4a336,a903d33b,stub_words,131,words,1,1,,,
1788684681,8c4a336,a903d33b,bin_fns,202,fns,1,1,,,
1788684682,8c4a336,a903d33b,cw:c04_cmp,56,words,1,1,,,was 86
1788684682,8c4a336,a903d33b,cw:c05_if,17,words,1,1,,,was 25
1788684682,8c4a336,a903d33b,cw:c09_recursion,31,words,1,1,,,was 37
1788684682,8c4a336,a903d33b,cw:c19_multi,67,words,1,1,,,was 73
1788684682,8c4a336,a903d33b,cw:c20_deep,95,words,1,1,,,was 100
1788684682,8c4a336,a903d33b,cw:c24_ifspill,140,words,1,1,,,was 146
1788684682,8c4a336,a903d33b,cw:c26_selfrec,163,words,1,1,,,was 183
1788684682,8c4a336,a903d33b,cw:c43_arena_persist,262,words,1,1,,,was 272
1788684682,8c4a336,a903d33b,cw:c46_andor,145,words,1,1,,,was 169
1788684682,8c4a336,a903d33b,fuzz_seeds_on_bin,0,seeds,1,1,,,TG-DONE 8: 0 on a903d33b; total 45600 over 7 bins
1788684682,8c4a336,a903d33b,fuzz_rate,0.0,prog/s,1,1,,,"median over the bin's batches (LITTLE cores, nice)"
1788684682,8c4a336,a903d33b,fuzz_trap_unpredicted,0,count,1,1,,,"TRAP-80/81/82 total; 81 by design, 82 is fuzz_trap82 (ALERT)"
1788684682,8c4a336,a903d33b,fuzz_trap82,0,count,1,1,,,"D12-C: SIGSEGV/SIGBUS, 0 tolerated, repros in $REPROS"
1788684703,8c4a336,a903d33b,selfcompile_wall,1585.1216,ms,5,0,0.0,47700,base 1a3b2cc2 1828
1788684704,8c4a336,a903d33b,selfcompile_utime,1.504,s,5,0,0.0,47700,base 1a3b2cc2 1.752
1788684704,8c4a336,a903d33b,selfcompile_stime,0.0397,s,5,0,0.0,47700,base 1a3b2cc2 0.03156
1788684704,8c4a336,a903d33b,selfcompile_maxrss,22520,kB,5,0,0.0,47700,base 1a3b2cc2 2.299e+04
1788684704,8c4a336,a903d33b,selfcompile_energy,1.499,core-s@fmax (proxy),5,0,0.0,47700,base 1a3b2cc2 1.739
1788684729,8c4a336,a903d33b,k1h_ms,2.13,ms/rep,11,0,0.0,43300,p95 2.230 base 1a3b2cc2 2.13/2.29 loop 11
1788684729,8c4a336,a903d33b,k1h_loopwords,11,words,1,1,,,base 1a3b2cc2 2.13/2.29 loop 11
1788684730,8c4a336,a903d33b,k2h_ms,0.77,ms/rep,11,0,0.0,43300,p95 0.950 base 1a3b2cc2 1.04/1.19 loop 51
1788684730,8c4a336,a903d33b,k2h_loopwords,51,words,1,1,,,base 1a3b2cc2 1.04/1.19 loop 51
1788684730,8c4a336,a903d33b,k3h_ms,0.71,ms/rep,11,0,0.0,43300,p95 0.790 base 1a3b2cc2 0.64/0.77 loop 25
1788684730,8c4a336,a903d33b,k3h_loopwords,25,words,1,1,,,base 1a3b2cc2 0.64/0.77 loop 25
1788684730,8c4a336,a903d33b,k4_ms,4.62,ms/rep,11,0,0.0,43300,p95 4.750 base 1a3b2cc2 4.58/4.64 loop 15
1788684730,8c4a336,a903d33b,k4_loopwords,15,words,1,1,,,base 1a3b2cc2 4.58/4.64 loop 15
1788684948,8c4a336,a903d33b,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788684948,8c4a336,a903d33b,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788685649,3d512dc,a903d33b,bin_words,67775,words,1,1,,,bytes 272936
1788685649,3d512dc,a903d33b,stub_words,131,words,1,1,,,
1788685650,3d512dc,a903d33b,bin_fns,202,fns,1,1,,,
1788685650,3d512dc,a903d33b,fuzz_seeds_on_bin,0,seeds,1,1,,,TG-DONE 8: 0 on a903d33b; total 45600 over 7 bins
1788685650,3d512dc,a903d33b,fuzz_rate,0.0,prog/s,1,1,,,"median over the bin's batches (LITTLE cores, nice)"
1788685650,3d512dc,a903d33b,fuzz_trap_unpredicted,0,count,1,1,,,"TRAP-80/81/82 total; 81 by design, 82 is fuzz_trap82 (ALERT)"
1788685650,3d512dc,a903d33b,fuzz_trap82,0,count,1,1,,,"D12-C: SIGSEGV/SIGBUS, 0 tolerated, repros in $REPROS"
1788685681,3d512dc,a903d33b,bin_words,67775,words,1,1,,,bytes 272936
1788685681,3d512dc,a903d33b,stub_words,131,words,1,1,,,
1788685681,3d512dc,a903d33b,bin_fns,202,fns,1,1,,,
1788685682,3d512dc,a903d33b,fuzz_seeds_on_bin,0,seeds,1,1,,,TG-DONE 8: 0 on a903d33b; total 45600 over 7 bins
1788685682,3d512dc,a903d33b,fuzz_rate,0.0,prog/s,1,1,,,"median over the bin's batches (LITTLE cores, nice)"
1788685682,3d512dc,a903d33b,fuzz_trap_unpredicted,0,count,1,1,,,"TRAP-80/81/82 total; 81 by design, 82 is fuzz_trap82 (ALERT)"
1788685682,3d512dc,a903d33b,fuzz_trap82,0,count,1,1,,,"D12-C: SIGSEGV/SIGBUS, 0 tolerated, repros in $REPROS"
1788685692,3d512dc,a903d33b,selfcompile_wall,1581.7303,ms,5,0,0.0,37500,base a903d33b 1582
1788685692,3d512dc,a903d33b,selfcompile_utime,1.5062,s,5,0,0.0,37500,base a903d33b 1.506
1788685692,3d512dc,a903d33b,selfcompile_stime,0.0356,s,5,0,0.0,37500,base a903d33b 0.0356
1788685692,3d512dc,a903d33b,selfcompile_maxrss,22508,kB,5,0,0.0,37500,base a903d33b 2.251e+04
1788685692,3d512dc,a903d33b,selfcompile_energy,1.5063,core-s@fmax (proxy),5,0,0.0,37500,base a903d33b 1.506
1788685707,3d512dc,a903d33b,k1h_ms,2.13,ms/rep,11,0,0.0,39500,p95 2.230 base a903d33b 2.13/2.23 loop 11
1788685707,3d512dc,a903d33b,k1h_loopwords,11,words,1,1,,,base a903d33b 2.13/2.23 loop 11
1788685707,3d512dc,a903d33b,k2h_ms,0.89,ms/rep,11,0,0.0,39500,p95 1.000 base a903d33b 0.89/1.00 loop 51
1788685707,3d512dc,a903d33b,k2h_loopwords,51,words,1,1,,,base a903d33b 0.89/1.00 loop 51
1788685707,3d512dc,a903d33b,k3h_ms,0.74,ms/rep,11,0,0.0,39500,p95 0.780 base a903d33b 0.74/0.78 loop 25
1788685707,3d512dc,a903d33b,k3h_loopwords,25,words,1,1,,,base a903d33b 0.74/0.78 loop 25
1788685708,3d512dc,a903d33b,k4_ms,4.63,ms/rep,11,0,0.0,39500,p95 4.710 base a903d33b 4.63/4.71 loop 15
1788685708,3d512dc,a903d33b,k4_loopwords,15,words,1,1,,,base a903d33b 4.63/4.71 loop 15
1788685708,3d512dc,a903d33b,k8h_ms,0.39,ms/rep,11,0,0.0,39500,p95 0.430 base a903d33b 0.39/0.43 loop 40
1788685708,3d512dc,a903d33b,k8h_loopwords,40,words,1,1,,,base a903d33b 0.39/0.43 loop 40
1788685781,3d512dc,df6044a8,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788685781,3d512dc,df6044a8,gate_run_ms,23487,ms,1,1,,,"sum of non-memo gate runs (96 runs, 4 memo hits)"
1788686046,69e0eb5,a903d33b,bin_words,67775,words,1,1,,,bytes 272936
1788686046,69e0eb5,a903d33b,stub_words,131,words,1,1,,,
1788686046,69e0eb5,a903d33b,bin_fns,202,fns,1,1,,,
1788686046,69e0eb5,df6044a8,bin_words,68233,words,1,1,,,bytes 274768
1788686046,69e0eb5,df6044a8,stub_words,131,words,1,1,,,
1788686046,69e0eb5,df6044a8,bin_fns,204,fns,1,1,,,
1788686678,69e0eb5,f7a25d38,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788686678,69e0eb5,f7a25d38,gate_run_ms,37085,ms,1,1,,,"sum of non-memo gate runs (149 runs, 51 memo hits)"
1788688555,69e0eb5,f7a25d38,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788688555,69e0eb5,f7a25d38,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788689839,69e0eb5,f7a25d38,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788689840,69e0eb5,f7a25d38,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 200 memo hits)"
1788690006,69e0eb5,f7a25d38,bin_words,68229,words,1,1,,,bytes 274752
1788690006,69e0eb5,f7a25d38,stub_words,131,words,1,1,,,
1788690006,69e0eb5,f7a25d38,bin_fns,204,fns,1,1,,,
1788690006,69e0eb5,f7a25d38,fuzz_seeds_on_bin,0,seeds,1,1,,,TG-DONE 8: 0 on f7a25d38; total 45600 over 7 bins
1788690006,69e0eb5,f7a25d38,fuzz_rate,0.0,prog/s,1,1,,,"median over the bin's batches (LITTLE cores, nice)"
1788690006,69e0eb5,f7a25d38,fuzz_trap_unpredicted,0,count,1,1,,,"TRAP-80/81/82 total; 81 by design, 82 is fuzz_trap82 (ALERT)"
1788690006,69e0eb5,f7a25d38,fuzz_trap82,0,count,1,1,,,"D12-C: SIGSEGV/SIGBUS, 0 tolerated, repros in $REPROS"
1788690025,69e0eb5,f7a25d38,selfcompile_wall,1507.616,ms,5,0,0.0,47000,base a903d33b 1501
1788690025,69e0eb5,f7a25d38,selfcompile_utime,1.4396,s,5,0,0.0,47000,base a903d33b 1.444
1788690025,69e0eb5,f7a25d38,selfcompile_stime,0.0237,s,5,0,0.0,47000,base a903d33b 0.02772
1788690025,69e0eb5,f7a25d38,selfcompile_maxrss,22628,kB,5,0,0.0,47000,base a903d33b 2.264e+04
1788690025,69e0eb5,f7a25d38,selfcompile_energy,0.0,core-s@fmax (proxy),5,0,0.0,47000,base a903d33b 0
1788690046,69e0eb5,f7a25d38,k1h_ms,1.75,ms/rep,11,0,0.0,43600,p95 1.790 base a903d33b 1.91/2.25 loop 11
1788690046,69e0eb5,f7a25d38,k1h_loopwords,10,words,1,1,,,base a903d33b 1.91/2.25 loop 11
1788690046,69e0eb5,f7a25d38,k2h_ms,0.71,ms/rep,11,0,0.0,43600,p95 0.910 base a903d33b 0.72/0.89 loop 51
1788690046,69e0eb5,f7a25d38,k2h_loopwords,51,words,1,1,,,base a903d33b 0.72/0.89 loop 51
1788690046,69e0eb5,f7a25d38,k3h_ms,0.54,ms/rep,11,0,0.0,43600,p95 0.600 base a903d33b 0.54/0.59 loop 25
1788690046,69e0eb5,f7a25d38,k3h_loopwords,24,words,1,1,,,base a903d33b 0.54/0.59 loop 25
1788690046,69e0eb5,f7a25d38,k4_ms,4.04,ms/rep,11,0,0.0,43600,p95 4.110 base a903d33b 4.23/4.37 loop 15
1788690046,69e0eb5,f7a25d38,k4_loopwords,14,words,1,1,,,base a903d33b 4.23/4.37 loop 15
1788690046,69e0eb5,f7a25d38,k8h_ms,0.33,ms/rep,11,0,0.0,43600,p95 0.420 base a903d33b 0.21/0.37 loop 40
1788690046,69e0eb5,f7a25d38,k8h_loopwords,39,words,1,1,,,base a903d33b 0.21/0.37 loop 40
1788717610,2a9f7e9,3bed1c48,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788717611,2a9f7e9,3bed1c48,gate_run_ms,21438,ms,1,1,,,"sum of non-memo gate runs (93 runs, 0 memo hits)"
1788718275,2a9f7e9,4c8fc5a6,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788718276,2a9f7e9,4c8fc5a6,gate_run_ms,2916,ms,1,1,,,"sum of non-memo gate runs (8 runs, 91 memo hits)"
1788718531,2a9f7e9,c74110f9,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788718532,2a9f7e9,c74110f9,gate_run_ms,213,ms,1,1,,,"sum of non-memo gate runs (1 runs, 99 memo hits)"
1788718692,2a9f7e9,c74110f9,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788718692,2a9f7e9,c74110f9,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788726308,2a9f7e9,53d13800,bin_words,36218,words,1,1,,,bytes 146708
1788726308,2a9f7e9,53d13800,stub_words,131,words,1,1,,,
1788726308,2a9f7e9,53d13800,bin_fns,255,fns,1,1,,,
1788726308,2a9f7e9,53d13800,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788726366,2a9f7e9,53d13800,bin_words,36218,words,1,1,,,bytes 146708
1788726366,2a9f7e9,53d13800,stub_words,131,words,1,1,,,
1788726366,2a9f7e9,53d13800,bin_fns,255,fns,1,1,,,
1788726366,2a9f7e9,53d13800,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788726402,2a9f7e9,53d13800,bin_words,36218,words,1,1,,,bytes 146708
1788726402,2a9f7e9,53d13800,stub_words,131,words,1,1,,,
1788726402,2a9f7e9,53d13800,bin_fns,255,fns,1,1,,,
1788726402,2a9f7e9,53d13800,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788726479,2a9f7e9,53d13800,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788726479,2a9f7e9,53d13800,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788726497,2a9f7e9,53d13800,bin_words,36218,words,1,1,,,bytes 146708
1788726497,2a9f7e9,53d13800,stub_words,131,words,1,1,,,
1788726497,2a9f7e9,53d13800,bin_fns,255,fns,1,1,,,
1788726497,2a9f7e9,53d13800,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788726881,2a9f7e9,53d13800,k1h_ms,1.09,ms/rep,11,0,17.0,39200,p95 1.200 
1788726881,2a9f7e9,53d13800,k1h_loopwords,5,words,1,1,,,
1788726881,2a9f7e9,53d13800,k2h_ms,0.76,ms/rep,11,0,17.0,39200,p95 0.860 
1788726881,2a9f7e9,53d13800,k2h_loopwords,51,words,1,1,,,
1788726881,2a9f7e9,53d13800,k3h_ms,0.29,ms/rep,11,0,17.0,39200,p95 0.400 
1788726881,2a9f7e9,53d13800,k3h_loopwords,8,words,1,1,,,
1788726881,2a9f7e9,53d13800,k4_ms,4.03,ms/rep,11,0,17.0,39200,p95 4.160 
1788726881,2a9f7e9,53d13800,k4_loopwords,7,words,1,1,,,
1788726882,2a9f7e9,53d13800,k8h_ms,0.3,ms/rep,11,0,17.0,39200,p95 0.340 
1788726882,2a9f7e9,53d13800,k8h_loopwords,25,words,1,1,,,
1788728442,2a9f7e9,53d13800,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788728442,2a9f7e9,53d13800,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788728458,2a9f7e9,53d13800,bin_words,36218,words,1,1,,,bytes 146708
1788728458,2a9f7e9,53d13800,stub_words,131,words,1,1,,,
1788728458,2a9f7e9,53d13800,bin_fns,255,fns,1,1,,,
1788728458,2a9f7e9,53d13800,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788728712,2a9f7e9,831a357c,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788728712,2a9f7e9,831a357c,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788728730,2a9f7e9,831a357c,bin_words,36059,words,1,1,,,bytes 146072
1788728730,2a9f7e9,831a357c,stub_words,131,words,1,1,,,
1788728730,2a9f7e9,831a357c,bin_fns,255,fns,1,1,,,
1788728731,2a9f7e9,831a357c,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788728773,2a9f7e9,831a357c,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788728774,2a9f7e9,831a357c,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788728793,2a9f7e9,831a357c,bin_words,36059,words,1,1,,,bytes 146072
1788728793,2a9f7e9,831a357c,stub_words,131,words,1,1,,,
1788728793,2a9f7e9,831a357c,bin_fns,255,fns,1,1,,,
1788728793,2a9f7e9,831a357c,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788728835,2a9f7e9,831a357c,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788728835,2a9f7e9,831a357c,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788728854,2a9f7e9,831a357c,bin_words,36059,words,1,1,,,bytes 146072
1788728854,2a9f7e9,831a357c,stub_words,131,words,1,1,,,
1788728855,2a9f7e9,831a357c,bin_fns,255,fns,1,1,,,
1788728855,2a9f7e9,831a357c,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788731171,a77adc6,831a357c,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788731172,a77adc6,831a357c,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788731219,a77adc6,831a357c,bin_words,36059,words,1,1,,,bytes 146072
1788731220,a77adc6,831a357c,stub_words,131,words,1,1,,,
1788731220,a77adc6,831a357c,bin_fns,255,fns,1,1,,,
1788731220,a77adc6,831a357c,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788732300,44d0e06,aebd2f49,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788732300,44d0e06,aebd2f49,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788732362,44d0e06,aebd2f49,bin_words,36195,words,1,1,,,bytes 146616
1788732362,44d0e06,aebd2f49,stub_words,131,words,1,1,,,
1788732362,44d0e06,aebd2f49,bin_fns,255,fns,1,1,,,
1788732362,44d0e06,aebd2f49,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788732610,44d0e06,aebd2f49,battery_flakes,0,count,1,1,,,FAILs that passed standalone (timing-flag gates under load)
1788732611,44d0e06,aebd2f49,gate_run_ms,0,ms,1,1,,,"sum of non-memo gate runs (0 runs, 100 memo hits)"
1788732678,44d0e06,aebd2f49,bin_words,36195,words,1,1,,,bytes 146616
1788732678,44d0e06,aebd2f49,stub_words,131,words,1,1,,,
1788732678,44d0e06,aebd2f49,bin_fns,255,fns,1,1,,,
1788732678,44d0e06,aebd2f49,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788732688,44d0e06,aebd2f49,chain_wall,98,s,1,1,,,"chain + battery, CG=0"
1788732689,44d0e06,aebd2f49,chain_cpu,58.636,s,1,1,,,children utime+stime of chain.sh
1788732690,44d0e06,aebd2f49,bin_words,36195,words,1,1,,,bytes 146616
1788732690,44d0e06,aebd2f49,stub_words,131,words,1,1,,,
1788732690,44d0e06,aebd2f49,bin_fns,255,fns,1,1,,,
1788732690,44d0e06,aebd2f49,push_words,0,words,1,1,,,register model: 0 = stack machine fully retired
1788732690,44d0e06,aebd2f49,cw:c01_lit,9,words,1,1,,,was 30
1788732690,44d0e06,aebd2f49,cw:c02_arith,7,words,1,1,,,was 23
1788732691,44d0e06,aebd2f49,cw:c03_precedence,7,words,1,1,,,was 12
1788732691,44d0e06,aebd2f49,cw:c04_cmp,51,words,1,1,,,was 56
1788732691,44d0e06,aebd2f49,cw:c05_if,18,words,1,1,,,was 17
1788732691,44d0e06,aebd2f49,cw:c06_let,13,words,1,1,,,was 20
1788732691,44d0e06,aebd2f49,cw:c07_while,17,words,1,1,,,was 24
1788732691,44d0e06,aebd2f49,cw:c08_call,25,words,1,1,,,was 37
1788732691,44d0e06,aebd2f49,cw:c09_recursion,26,words,1,1,,,was 31
1788732691,44d0e06,aebd2f49,cw:c10_struct,40,words,1,1,,,was 54
1788732691,44d0e06,aebd2f49,cw:c12_match,10,words,1,1,,,was 16
